encoder,task,design,fold,repeat,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_slide,test_source
uni_v2,LYMPH_IDC,random,3,0.0,14972,4992,4,0.6899130344390869,0.36787673830986023,,
uni_v2,LYMPH_IDC,blocked,3,0.0,14428,5536,4,0.653628945350647,0.3305821642279625,,
uni_v2,LYMPH_IDC,random,3,1.0,14972,4992,4,0.6871491074562073,0.3694184720516205,,
uni_v2,LYMPH_IDC,blocked,3,1.0,14817,5147,4,0.6126997470855713,0.3244735188782215,,
uni_v2,LYMPH_IDC,random,3,2.0,14972,4992,4,0.6874408721923828,0.3671857640147209,,
uni_v2,LYMPH_IDC,blocked,3,2.0,14561,5403,4,0.6863408088684082,0.3397982157766819,,
uni_v2,LYMPH_IDC,random,3,3.0,14972,4992,4,0.6849398016929626,0.36937427520751953,,
uni_v2,LYMPH_IDC,blocked,3,3.0,14694,5270,4,0.6647014021873474,0.3168175369501114,,
uni_v2,LYMPH_IDC,random,3,4.0,14972,4992,4,0.685881495475769,0.3712894767522812,,
uni_v2,LYMPH_IDC,blocked,3,4.0,14812,5152,4,0.7061030864715576,0.3359384126961231,,
uni_v2,PAAD,patient,0,,5561,2010,1,0.46531596779823303,0.46531596779823303,,
uni_v2,PAAD,random,0,0.0,5561,2010,3,0.7551321387290955,0.6451274951299032,,
uni_v2,PAAD,blocked,0,0.0,5479,2092,3,0.728858232498169,0.6120939552783966,,
uni_v2,PAAD,random,0,1.0,5561,2010,3,0.7664682269096375,0.6478185057640076,,
uni_v2,PAAD,blocked,0,1.0,5331,2240,3,0.7688223123550415,0.6373061537742615,,
uni_v2,PAAD,random,0,2.0,5561,2010,3,0.7592683434486389,0.654321014881134,,
uni_v2,PAAD,blocked,0,2.0,5489,2082,3,0.7507765889167786,0.6263541976610819,,
uni_v2,PAAD,random,0,3.0,5561,2010,3,0.7632157206535339,0.6553148825963339,,
uni_v2,PAAD,blocked,0,3.0,5502,2069,3,0.7385997176170349,0.6429017583529154,,
uni_v2,PAAD,random,0,4.0,5561,2010,3,0.7568220496177673,0.6415761709213257,,
uni_v2,PAAD,blocked,0,4.0,5502,2069,3,0.7649165391921997,0.6393133401870728,,
uni_v2,PAAD,patient,1,,3961,3610,1,0.5554304718971252,0.5554304718971252,,
uni_v2,PAAD,random,1,0.0,3961,3610,3,0.7602086067199707,0.6529118220011393,,
