level,task,label_set,design,encoder,score,test_slide,n_draws_share,n_draws_noshare,K_share,K_noshare,coverage_share,coverage_noshare,coverage_diff_share_minus_noshare,width_share,width_noshare,width_diff_share_minus_noshare,cal_slides_share,cal_slides_noshare,res_group_shared_share,res_group_shared_noshare,session_shared_share,session_shared_noshare
pair,PRAD,shipped,slide_out,phikon,scaled,MEND162,2,1,6.0,6.0,0.8845458029896512,0.8796627060176313,0.00488309697201994,1.3555558301935577,1.4089418225000268,-0.05338599230646901,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,resnet50,abs,MEND156,2,1,6.0,6.0,0.7388097917839055,0.6800675295441756,0.05874226223972989,2.063616040650711,1.688472694976169,0.3751433456745419,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,abs,MEND157,2,1,6.0,6.0,0.8559529780564263,0.7531724137931035,0.10278056426332283,2.075820059167394,1.6488192718450732,0.4270007873223207,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,abs,MEND159,2,1,6.0,6.0,0.7344294605809129,0.6486773858921161,0.08575207468879675,1.9708290216609992,1.6973638075368171,0.273465214124182,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,abs,MEND160,2,1,6.0,6.0,0.9150527089973033,0.8547683255699927,0.06028438342731057,2.441313652628182,1.7266006781491663,0.7147129744790155,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,abs,MEND162,2,1,6.0,6.0,0.9554886929858183,0.9420697585281717,0.013418934457646636,2.0134163750411544,1.8026044556519307,0.21081191938922372,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,resnet50,scaled,MEND156,2,1,6.0,6.0,0.8117304445694992,0.7966572875633089,0.015073157006190274,2.2706376270064044,2.1233257138051447,0.1473119132012597,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,scaled,MEND157,2,1,6.0,6.0,0.939884012539185,0.9175987460815048,0.022285266457680142,2.5777655118479013,2.278020211074778,0.29974530077312345,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,scaled,MEND159,2,1,6.0,6.0,0.9553112033195021,0.9527852697095436,0.002525933609958564,3.2801962821994084,3.217658603460293,0.06253767873911542,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,scaled,MEND160,2,1,6.0,6.0,0.9458323118411376,0.9510370188771756,-0.0052047070360380365,2.384862793210253,2.3139330648281646,0.07092972838208844,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,resnet50,scaled,MEND162,2,1,6.0,6.0,0.8960521272518207,0.9294288999616712,-0.03337677270985051,1.4437090235637764,1.7661962097613932,-0.32248718619761685,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,uni_v1,abs,MEND156,2,1,6.0,6.0,0.7271862689926842,0.6796848621271806,0.04750140686550364,2.0127267062794116,1.6820754031428444,0.3306513031365672,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,abs,MEND157,2,1,6.0,6.0,0.8634451410658307,0.7565517241379311,0.10689341692789955,2.0908181525907557,1.6430662527824866,0.447751899808269,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,abs,MEND159,2,1,6.0,6.0,0.7132183609958507,0.6008246887966805,0.11239367219917018,2.044148916896048,1.5964533786055009,0.447695538290547,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,abs,MEND160,2,1,6.0,6.0,0.9104020593282667,0.8077813189507232,0.10262074037754343,2.338715203845222,1.67077629163508,0.6679389122101422,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,abs,MEND162,2,1,6.0,6.0,0.964925258719816,0.9427520122652358,0.022173246454580298,1.965775084357073,1.7645774166344637,0.20119766772260927,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,uni_v1,scaled,MEND156,2,1,6.0,6.0,0.8097580191333709,0.7993640967923465,0.01039392234102432,2.275050700274166,2.139288875268396,0.13576182500576994,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,scaled,MEND157,2,1,6.0,6.0,0.9484796238244514,0.9226206896551724,0.02585893416927898,2.631093830609366,2.2364548680469127,0.39463896256245334,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,scaled,MEND159,2,1,6.0,6.0,0.9533558091286307,0.9506846473029046,0.0026711618257261316,3.6002439351514184,2.965643962660652,0.6345999724907663,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,scaled,MEND160,2,1,6.0,6.0,0.9481367982348614,0.9676685462123068,-0.01953174797744539,2.342224278848894,2.5102197077815553,-0.16799542893266128,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v1,scaled,MEND162,2,1,6.0,6.0,0.9079839018781142,0.9313146799540054,-0.023330778075891234,1.3234017661178221,1.5612970000181448,-0.23789523390032263,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,uni_v2,abs,MEND156,2,1,6.0,6.0,0.7430866629150253,0.6898480585256049,0.05323860438942041,1.984915969768589,1.6566404100215797,0.3282755597470093,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,abs,MEND157,2,1,6.0,6.0,0.8506833855799374,0.7437617554858934,0.10692163009404398,2.0348721117475908,1.6108684465768406,0.42400366517075017,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,abs,MEND159,2,1,6.0,6.0,0.6808013485477179,0.5403682572614108,0.1404330912863071,1.9849154992199005,1.5494662011480087,0.4354492980718918,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,abs,MEND160,2,1,6.0,6.0,0.9125937729835745,0.7942780093160089,0.11831576366756558,2.3504856246112853,1.6123971528689065,0.7380884717423788,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,abs,MEND162,2,1,6.0,6.0,0.9652203909543886,0.9441778459179764,0.02104254503641223,1.926958112780693,1.7369329691422044,0.19002514363848855,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,uni_v2,scaled,MEND156,2,1,6.0,6.0,0.8118232976927405,0.8003882948790095,0.011435002813730999,2.230260718247817,2.141931118829828,0.08832959941798935,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,scaled,MEND157,2,1,6.0,6.0,0.9263636363636363,0.9058432601880878,0.02052037617554847,2.4059839521504895,2.1703317988065147,0.23565215334397482,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,scaled,MEND159,2,1,6.0,6.0,0.9633324688796681,0.9179668049792532,0.045365663900414854,3.2352168261722545,2.655019498133726,0.5801973280385284,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,scaled,MEND160,2,1,6.0,6.0,0.960186320176514,0.9528315763667564,0.007354743809757536,2.4193144764990193,2.212585065459149,0.2067294110398703,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,uni_v2,scaled,MEND162,2,1,6.0,6.0,0.8897240321962439,0.9277041011881948,-0.037980068991950944,1.1281071110614813,1.3699324443862877,-0.24182533332480638,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,virchow,abs,MEND156,2,1,6.0,6.0,0.7421525042205965,0.6899324704558244,0.052220033764772134,2.020836607590515,1.6994213384748,0.32141526911571483,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,abs,MEND157,2,1,6.0,6.0,0.8551347962382445,0.764833855799373,0.09030094043887149,2.0546740100113468,1.6509471902841952,0.4037268197271515,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,abs,MEND159,2,1,6.0,6.0,0.7195409751037345,0.5390093360995851,0.18053163900414937,2.0348274886313575,1.577453804908327,0.45737368372303044,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,abs,MEND160,2,1,6.0,6.0,0.9289114979161559,0.8188428536405982,0.11006864427555774,2.4978448582269097,1.6973917342791622,0.8004531239477475,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,abs,MEND162,2,1,6.0,6.0,0.9640743579915676,0.9519049444231504,0.012169413568417164,1.964551615195933,1.7986587868553667,0.1658928283405663,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,virchow,scaled,MEND156,2,1,6.0,6.0,0.7849887450759707,0.7837591446257739,0.0012296004501968216,2.1327115465491007,2.106260502915711,0.02645104363338957,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,scaled,MEND157,2,1,6.0,6.0,0.9292068965517242,0.9119937304075236,0.017213166144200542,2.4565236456891677,2.1662333848638204,0.29029026082534726,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,scaled,MEND159,2,1,6.0,6.0,0.9466856846473028,0.9050881742738588,0.04159751037344406,3.187686951144626,2.630432398708698,0.557254552435928,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,scaled,MEND160,2,1,6.0,6.0,0.9567222358421181,0.9601863201765138,-0.0034640843343957117,2.4324965668268623,2.280833677534045,0.15166288929281713,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow,scaled,MEND162,2,1,6.0,6.0,0.8937715599846685,0.8885243388271369,0.005247221157531623,1.2560381582642322,1.2903823486783017,-0.03434419041406955,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,virchow2,abs,MEND156,2,1,6.0,6.0,0.7195104108047271,0.6632864378165447,0.05622397298818238,2.0553067377434053,1.6482517412352635,0.4070549965081418,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,abs,MEND157,2,1,6.0,6.0,0.8642664576802508,0.7508150470219435,0.11345141065830733,2.09772720531185,1.6175322191143084,0.48019498619754164,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,abs,MEND159,2,1,6.0,6.0,0.6034362033195021,0.5065352697095435,0.09690093360995855,2.0048384361213047,1.5518753992010983,0.45296303692020645,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,abs,MEND160,2,1,6.0,6.0,0.9358543760725668,0.8159156656043147,0.11993871046825211,2.544603190916453,1.6554090231755267,0.8891941677409261,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,abs,MEND162,2,1,6.0,6.0,0.957366807205826,0.9340590264469144,0.0233077807589116,1.9442245071872652,1.765480973776384,0.17874353341088134,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
pair,PRAD,shipped,slide_out,virchow2,scaled,MEND156,2,1,6.0,6.0,0.7917191896454698,0.7786831738885762,0.013036015756893615,2.2855520365742183,2.100613364206259,0.18493867236795936,MEND144;MEND145;MEND151;MEND153;MEND158;MEND159 | MEND145;MEND152;MEND157;MEND158;MEND160;MEND162,MEND142;MEND144;MEND146;MEND147;MEND150;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,scaled,MEND157,2,1,6.0,6.0,0.938307210031348,0.8931849529780564,0.04512225705329154,2.6243072774478873,2.101132927162265,0.5231743502856223,MEND140;MEND141;MEND151;MEND152;MEND156;MEND162 | MEND142;MEND143;MEND148;MEND153;MEND158;MEND161,MEND142;MEND144;MEND145;MEND147;MEND148;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,scaled,MEND159,2,1,6.0,6.0,0.9187629668049793,0.8882624481327801,0.03050051867219916,3.385442296299969,2.851185051374786,0.534257244925183,MEND141;MEND144;MEND148;MEND149;MEND154;MEND161 | MEND146;MEND147;MEND151;MEND154;MEND157;MEND162,MEND141;MEND142;MEND143;MEND148;MEND149;MEND151,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,scaled,MEND160,2,1,6.0,6.0,0.9602990929149302,0.9630840892375582,-0.002784996322627964,2.436256246958924,2.280014710546298,0.1562415364126264,MEND140;MEND146;MEND153;MEND156;MEND158;MEND159 | MEND141;MEND143;MEND144;MEND148;MEND152;MEND159,MEND141;MEND144;MEND148;MEND149;MEND151;MEND152,True,False,True,False
pair,PRAD,shipped,slide_out,virchow2,scaled,MEND162,2,1,6.0,6.0,0.9165235722499042,0.906301264852434,0.01022230739747021,1.4567024140856806,1.6237522359936958,-0.1670498219080152,MEND140;MEND142;MEND143;MEND153;MEND156;MEND159 | MEND140;MEND146;MEND147;MEND149;MEND151;MEND160,MEND140;MEND141;MEND144;MEND147;MEND150;MEND152,False,False,False,False
summary,PRAD,shipped,slide_out,encoder:conch_v1,abs,"paired over test slides, one encoder",5,5,,,0.8390477953772255,0.7658779238846187,0.07316987149260665,2.100675000584772,1.6930751442815783,0.40759985630319384,n_pairs=5; sd(diff)=0.037740; min=0.016807; max=0.107741,sd(width diff)=0.185385,,,,
summary,PRAD,shipped,slide_out,encoder:conch_v15,abs,"paired over test slides, one encoder",5,5,,,0.8300025779912261,0.7563391290367468,0.07366344895447934,2.0592979544945846,1.677125244892542,0.3821727096020423,n_pairs=5; sd(diff)=0.040673; min=0.019084; max=0.117381,sd(width diff)=0.212874,,,,
summary,PRAD,shipped,slide_out,encoder:ctranspath,abs,"paired over test slides, one encoder",5,5,,,0.8303375224839444,0.762221237986856,0.06811628449708844,2.087301748071174,1.7229960660098862,0.3643056820612881,n_pairs=5; sd(diff)=0.039978; min=0.008678; max=0.100023,sd(width diff)=0.234340,,,,
summary,PRAD,shipped,slide_out,encoder:gigapath,abs,"paired over test slides, one encoder",5,5,,,0.8315496261018052,0.7428720447594803,0.08867758134232481,2.1305854587588966,1.6818402875490204,0.44874517120987656,n_pairs=5; sd(diff)=0.060144; min=0.017647; max=0.175775,sd(width diff)=0.266712,,,,
summary,PRAD,shipped,slide_out,encoder:hoptimus0,abs,"paired over test slides, one encoder",5,5,,,0.8330702759631621,0.7391168380603357,0.09395343790282637,2.1018058711868575,1.639051531756241,0.4627543394306163,n_pairs=5; sd(diff)=0.060221; min=0.018678; max=0.177876,sd(width diff)=0.226633,,,,
summary,PRAD,shipped,slide_out,encoder:hoptimus1,abs,"paired over test slides, one encoder",5,5,,,0.839065269464823,0.7437139474293952,0.09535132203542793,2.0770416214761176,1.6363540178551936,0.4406876036209243,n_pairs=5; sd(diff)=0.059404; min=0.019218; max=0.178294,sd(width diff)=0.220890,,,,
summary,PRAD,shipped,slide_out,encoder:phikon,abs,"paired over test slides, one encoder",5,5,,,0.8275386998063702,0.7563668321502348,0.07117186765613541,2.07790964030233,1.6799895196727346,0.3979201206295956,n_pairs=5; sd(diff)=0.039541; min=0.027248; max=0.105993,sd(width diff)=0.179439,,,,
summary,PRAD,shipped,slide_out,encoder:resnet50,abs,"paired over test slides, one encoder",5,5,,,0.8399467264808733,0.775751082665512,0.06419564381536133,2.1129990298296883,1.7127721816318313,0.4002268481978568,n_pairs=5; sd(diff)=0.033826; min=0.013419; max=0.102781,sd(width diff)=0.195060,,,,
summary,PRAD,shipped,slide_out,encoder:uni_v1,abs,"paired over test slides, one encoder",5,5,,,0.8358354178204896,0.7575189212555502,0.07831649656493941,2.090436812793702,1.671389748560075,0.4190470642336269,n_pairs=5; sd(diff)=0.040836; min=0.022173; max=0.112394,sd(width diff)=0.172383,,,,
summary,PRAD,shipped,slide_out,encoder:uni_v2,abs,"paired over test slides, one encoder",5,5,,,0.8304771121961287,0.7424867853013788,0.08799032689474987,2.0564294636256113,1.633261035951508,0.4231684276741037,n_pairs=5; sd(diff)=0.049290; min=0.021043; max=0.140433,sd(width diff)=0.201672,,,,
summary,PRAD,shipped,slide_out,encoder:virchow,abs,"paired over test slides, one encoder",5,5,,,0.8419628262940598,0.7529046920837063,0.08905813421035358,2.1145469159312125,1.6847745709603703,0.4297723449708421,n_pairs=5; sd(diff)=0.063402; min=0.012169; max=0.180532,sd(width diff)=0.234637,,,,
summary,PRAD,shipped,slide_out,encoder:virchow2,abs,"paired over test slides, one encoder",5,5,,,0.8160868510165745,0.7341222893198521,0.0819645616967224,2.129340015456056,1.6477098713005163,0.4816301441555394,n_pairs=5; sd(diff)=0.041109; min=0.023308; max=0.119939,sd(width diff)=0.257019,,,,
summary,PRAD,shipped,slide_out,ALL_ENCODERS,abs,"paired over (encoder, test slide)",60,60,,,0.8329100584163901,0.7524409769944724,0.08046908142191798,2.09486412770925,1.6733616017017914,0.42150252600745886,n_pairs=60; sd(diff)=0.044705; min=0.008678; max=0.180532,sd(width diff)=0.198860,,,,
summary,PRAD,shipped,slide_out,MEAN_OVER_ENCODERS_THEN_SLIDES,abs,"encoders averaged within a test slide, then paired over the 5 test slides",5,5,,,0.8329100584163902,0.7524409769944722,0.08046908142191796,2.09486412770925,1.6733616017017912,0.42150252600745886,n_pairs=5; sd(diff)=0.045211; min=0.018289; max=0.131591,sd(width diff)=0.213405,,,,
summary,PRAD,shipped,slide_out,encoder:conch_v1,scaled,"paired over test slides, one encoder",5,5,,,0.90992528418786,0.9034601038768082,0.006465180311051722,2.3603200568446323,2.2680252925385243,0.09229476430610797,n_pairs=5; sd(diff)=0.017165; min=-0.007116; max=0.035596,sd(width diff)=0.178702,,,,
summary,PRAD,shipped,slide_out,encoder:conch_v15,scaled,"paired over test slides, one encoder",5,5,,,0.9086696802262081,0.9061183228812888,0.0025513573449192028,2.332984569487556,2.2722104554583162,0.06077411402923962,n_pairs=5; sd(diff)=0.018316; min=-0.022982; max=0.028746,sd(width diff)=0.173314,,,,
summary,PRAD,shipped,slide_out,encoder:ctranspath,scaled,"paired over test slides, one encoder",5,5,,,0.9046214991304915,0.9083995117330936,-0.0037780126026021542,2.400036080338898,2.346116840909212,0.053919239429685864,n_pairs=5; sd(diff)=0.029157; min=-0.051499; max=0.025245,sd(width diff)=0.287638,,,,
summary,PRAD,shipped,slide_out,encoder:gigapath,scaled,"paired over test slides, one encoder",5,5,,,0.909502350680073,0.9050435110616825,0.004458839618390753,2.4065150966782065,2.2333250949483174,0.17319000172988908,n_pairs=5; sd(diff)=0.029324; min=-0.038440; max=0.033237,sd(width diff)=0.286661,,,,
summary,PRAD,shipped,slide_out,encoder:hoptimus0,scaled,"paired over test slides, one encoder",5,5,,,0.893539953442346,0.8867674199314541,0.006772533510891932,2.324756792972984,2.1394418371989476,0.1853149557740362,n_pairs=5; sd(diff)=0.052645; min=-0.060272; max=0.085179,sd(width diff)=0.308375,,,,
summary,PRAD,shipped,slide_out,encoder:hoptimus1,scaled,"paired over test slides, one encoder",5,5,,,0.8888368523559775,0.8722093108572292,0.016627541498748233,2.268765452034457,2.023506405637424,0.24525904639703316,n_pairs=5; sd(diff)=0.051818; min=-0.052181; max=0.093146,sd(width diff)=0.338281,,,,
summary,PRAD,shipped,slide_out,encoder:phikon,scaled,"paired over test slides, one encoder",5,5,,,0.9084338790127401,0.8969933100753391,0.01144056893740104,2.4206315884496905,2.1932062176257494,0.22742537082394082,n_pairs=5; sd(diff)=0.017444; min=0.000122; max=0.041813,sd(width diff)=0.254624,,,,
summary,PRAD,shipped,slide_out,encoder:resnet50,scaled,"paired over test slides, one encoder",5,5,,,0.9097620199042289,0.9095014444386409,0.0002605754655880865,2.391434247565549,2.3398267605859546,0.05160748697959403,n_pairs=5; sd(diff)=0.021627; min=-0.033377; max=0.022285,sd(width diff)=0.229767,,,,
summary,PRAD,shipped,slide_out,encoder:uni_v1,scaled,"paired over test slides, one encoder",5,5,,,0.9135428304398857,0.9143305319833471,-0.0007877015434614387,2.4344029022003335,2.2825808827551324,0.15182201944520113,n_pairs=5; sd(diff)=0.020655; min=-0.023331; max=0.025859,sd(width diff)=0.369613,,,,
summary,PRAD,shipped,slide_out,encoder:uni_v2,scaled,"paired over test slides, one encoder",5,5,,,0.9102859510617606,0.9009468075202604,0.009339143541500183,2.2837766168262124,2.109959985123101,0.1738166317031113,n_pairs=5; sd(diff)=0.030292; min=-0.037980; max=0.045366,sd(width diff)=0.295854,,,,
summary,PRAD,shipped,slide_out,encoder:virchow,scaled,"paired over test slides, one encoder",5,5,,,0.902275024420357,0.8899103416621614,0.012364682758195467,2.2930913736947978,2.0948284625401152,0.19826291115468248,n_pairs=5; sd(diff)=0.018050; min=-0.003464; max=0.041598,sd(width diff)=0.236189,,,,
