head,encoder,task,gene,pearson_mean
raw_ridge,uni_v1,READ,IGHG2,0.0033
raw_ridge,uni_v1,READ,EFEMP1,-0.0015
raw_ridge,uni_v1,READ,ITIH5,-0.0039
raw_ridge,uni_v1,READ,CEMIP,-0.0059
raw_ridge,uni_v1,READ,TPSB2,-0.0349
raw_ridge,uni_v1,READ,CCL14,-0.0761
raw_ridge,uni_v1,SKCM,VIM,0.6479
raw_ridge,uni_v1,SKCM,KRTDAP,0.5988
raw_ridge,uni_v1,SKCM,TYRP1,0.5717
raw_ridge,uni_v1,SKCM,LCK,0.5356
raw_ridge,uni_v1,SKCM,LYZ,0.5343
raw_ridge,uni_v1,SKCM,SERPINB5,0.5176
raw_ridge,uni_v1,SKCM,SERPINB2,0.4996
raw_ridge,uni_v1,SKCM,MAL2,0.4969
raw_ridge,uni_v1,SKCM,BIRC3,0.4924
raw_ridge,uni_v1,SKCM,COL17A1,0.4703
raw_ridge,uni_v1,SKCM,LAMB3,0.4509
raw_ridge,uni_v1,SKCM,CAPNS2,0.448
raw_ridge,uni_v1,SKCM,POSTN,0.4369
raw_ridge,uni_v1,SKCM,DEFB1,0.431
raw_ridge,uni_v1,SKCM,IDO1,0.4278
raw_ridge,uni_v1,SKCM,AHNAK2,0.4227
raw_ridge,uni_v1,SKCM,CD52,0.4224
raw_ridge,uni_v1,SKCM,SBSN,0.4129
raw_ridge,uni_v1,SKCM,KRT16,0.3979
raw_ridge,uni_v1,SKCM,FGFBP1,0.3968
raw_ridge,uni_v1,SKCM,MIR205HG,0.3964
raw_ridge,uni_v1,SKCM,GZMK,0.3947
raw_ridge,uni_v1,SKCM,KRT17,0.3929
raw_ridge,uni_v1,SKCM,AQP3,0.3795
raw_ridge,uni_v1,SKCM,S100A14,0.3793
raw_ridge,uni_v1,SKCM,CRABP2,0.3746
raw_ridge,uni_v1,SKCM,WDFY4,0.3737
raw_ridge,uni_v1,SKCM,ITM2A,0.3725
raw_ridge,uni_v1,SKCM,TP63,0.365
raw_ridge,uni_v1,SKCM,ACER1,0.3548
raw_ridge,uni_v1,SKCM,LY6D,0.3503
raw_ridge,uni_v1,SKCM,RHOV,0.3457
raw_ridge,uni_v1,SKCM,DSP,0.3223
raw_ridge,uni_v1,SKCM,SLPI,0.3221
raw_ridge,uni_v1,SKCM,MYH11,0.2555
raw_ridge,uni_v1,SKCM,KRT5,0.2437
raw_ridge,uni_v1,SKCM,MGP,0.2339
raw_ridge,uni_v1,SKCM,DSC1,0.2058
raw_ridge,uni_v1,SKCM,CD1B,0.1977
raw_ridge,uni_v1,SKCM,IL1B,0.1909
raw_ridge,uni_v1,SKCM,VWF,0.1832
raw_ridge,uni_v1,SKCM,DMKN,0.1832
raw_ridge,uni_v1,SKCM,HBD,0.1729
raw_ridge,uni_v1,SKCM,CCL19,0.1333
raw_ridge,uni_v1,SKCM,SELE,0.1308
raw_ridge,uni_v1,SKCM,TFF3,0.0842
raw_ridge,uni_v1,SKCM,MMRN1,0.0832
raw_ridge,uni_v1,SKCM,HAPLN1,0.0713
raw_ridge,uni_v1,SKCM,KRT2,0.0364
raw_ridge,uni_v1,SKCM,CCL22,0.0179
raw_ridge,uni_v2,CCRCC,CPE,0.4628
raw_ridge,uni_v2,CCRCC,TMEM91,0.4202
raw_ridge,uni_v2,CCRCC,SLC39A14,0.3355
raw_ridge,uni_v2,CCRCC,CKB,0.3346
raw_ridge,uni_v2,CCRCC,NOL3,0.3306
raw_ridge,uni_v2,CCRCC,YWHAE,0.3297
raw_ridge,uni_v2,CCRCC,SCARB1,0.3273
raw_ridge,uni_v2,CCRCC,KRTCAP2,0.3254
raw_ridge,uni_v2,CCRCC,H3F3A,0.3233
raw_ridge,uni_v2,CCRCC,VMP1,0.3221
raw_ridge,uni_v2,CCRCC,CD109,0.3145
raw_ridge,uni_v2,CCRCC,BTF3,0.312
raw_ridge,uni_v2,CCRCC,LRRC41,0.3034
raw_ridge,uni_v2,CCRCC,SEMA4B,0.2976
raw_ridge,uni_v2,CCRCC,STK39,0.2969
raw_ridge,uni_v2,CCRCC,HNRNPK,0.292
raw_ridge,uni_v2,CCRCC,LY6E,0.2868
raw_ridge,uni_v2,CCRCC,TRBC1,0.2828
raw_ridge,uni_v2,CCRCC,CIB1,0.2808
raw_ridge,uni_v2,CCRCC,DERL1,0.276
raw_ridge,uni_v2,CCRCC,SLC15A4,0.259
raw_ridge,uni_v2,CCRCC,HMOX1,0.243
raw_ridge,uni_v2,CCRCC,FLNB,0.2407
raw_ridge,uni_v2,CCRCC,PARP10,0.2294
raw_ridge,uni_v2,CCRCC,PXN,0.2216
raw_ridge,uni_v2,CCRCC,CHST15,0.2206
raw_ridge,uni_v2,CCRCC,EGFL7,0.2136
raw_ridge,uni_v2,CCRCC,BLVRB,0.2102
raw_ridge,uni_v2,CCRCC,RXRA,0.2078
raw_ridge,uni_v2,CCRCC,NAMPT,0.2042
raw_ridge,uni_v2,CCRCC,GPNMB,0.1931
raw_ridge,uni_v2,CCRCC,AKAP8,0.1926
raw_ridge,uni_v2,CCRCC,IFI27,0.1885
raw_ridge,uni_v2,CCRCC,PTGS1,0.1839
raw_ridge,uni_v2,CCRCC,LAPTM4B,0.1825
raw_ridge,uni_v2,CCRCC,NOTCH3,0.164
raw_ridge,uni_v2,CCRCC,S100A9,0.1594
raw_ridge,uni_v2,CCRCC,IFI6,0.1567
raw_ridge,uni_v2,CCRCC,TP53INP1,0.1562
raw_ridge,uni_v2,CCRCC,IRF7,0.1509
raw_ridge,uni_v2,CCRCC,NT5DC2,0.1502
raw_ridge,uni_v2,CCRCC,CPD,0.1465
raw_ridge,uni_v2,CCRCC,TFRC,0.1387
raw_ridge,uni_v2,CCRCC,GADD45B,0.1385
raw_ridge,uni_v2,CCRCC,DNAJB12,0.1341
raw_ridge,uni_v2,CCRCC,TM2D3,0.1269
raw_ridge,uni_v2,CCRCC,ISG15,0.1176
raw_ridge,uni_v2,CCRCC,HTRA1,0.1066
raw_ridge,uni_v2,CCRCC,CD14,0.0997
raw_ridge,uni_v2,CCRCC,HSPA1A,0.0739
raw_ridge,uni_v2,COAD,TYMS,0.6778
raw_ridge,uni_v2,COAD,CEACAM6,0.4998
raw_ridge,uni_v2,COAD,DMBT1,0.3886
raw_ridge,uni_v2,COAD,COL11A1,0.372
raw_ridge,uni_v2,COAD,CCL20,0.353
raw_ridge,uni_v2,COAD,CEACAM7,0.3235
raw_ridge,uni_v2,COAD,MS4A1,0.3228
raw_ridge,uni_v2,COAD,FCRL1,0.3204
raw_ridge,uni_v2,COAD,RETNLB,0.3195
raw_ridge,uni_v2,COAD,CXCL13,0.31
raw_ridge,uni_v2,COAD,SPIB,0.3082
raw_ridge,uni_v2,COAD,CD177,0.2994
raw_ridge,uni_v2,COAD,BANK1,0.2976
raw_ridge,uni_v2,COAD,IL1B,0.2771
raw_ridge,uni_v2,COAD,CCR7,0.2613
raw_ridge,uni_v2,COAD,OLFM4,0.2601
raw_ridge,uni_v2,COAD,CXCL10,0.2457
raw_ridge,uni_v2,COAD,MS4A12,0.2447
raw_ridge,uni_v2,COAD,GUCA2B,0.2322
raw_ridge,uni_v2,COAD,TCL1A,0.2069
raw_ridge,uni_v2,COAD,ITLN1,0.2051
raw_ridge,uni_v2,COAD,CHI3L2,0.2035
raw_ridge,uni_v2,COAD,HEPACAM2,0.1962
raw_ridge,uni_v2,COAD,AQP8,0.1917
raw_ridge,uni_v2,COAD,CHGB,0.1909
raw_ridge,uni_v2,COAD,CALB2,0.1857
raw_ridge,uni_v2,COAD,INSL5,0.1828
raw_ridge,uni_v2,COAD,SLC26A3,0.1676
raw_ridge,uni_v2,COAD,DUOX2,0.1648
raw_ridge,uni_v2,COAD,CHGA,0.1544
raw_ridge,uni_v2,COAD,AREG,0.1515
raw_ridge,uni_v2,COAD,TMIGD1,0.1437
raw_ridge,uni_v2,COAD,CLCA4,0.1372
raw_ridge,uni_v2,COAD,MMP1,0.1312
raw_ridge,uni_v2,COAD,SCGN,0.1305
raw_ridge,uni_v2,COAD,LCN2,0.1303
raw_ridge,uni_v2,COAD,PRPH,0.1047
raw_ridge,uni_v2,COAD,CTSE,0.0867
raw_ridge,uni_v2,COAD,GUCA2A,0.0789
raw_ridge,uni_v2,COAD,NXPE4,0.0738
raw_ridge,uni_v2,COAD,CA4,0.0526
raw_ridge,uni_v2,COAD,PI3,0.0466
raw_ridge,uni_v2,COAD,UGT2B17,0.0306
raw_ridge,uni_v2,COAD,OTOP2,0.028
raw_ridge,uni_v2,COAD,GCG,0.0204
raw_ridge,uni_v2,COAD,GATA2,-0.0712
raw_ridge,uni_v2,COAD,CLCA1,-0.0854
raw_ridge,uni_v2,COAD,SCG2,-0.0885
raw_ridge,uni_v2,COAD,MMP3,-0.1638
raw_ridge,uni_v2,COAD,CA1,-0.1737
raw_ridge,uni_v2,HCC,SPARCL1,0.1069
raw_ridge,uni_v2,HCC,CXCL10,0.0873
raw_ridge,uni_v2,HCC,PPP1R14A,0.0868
raw_ridge,uni_v2,HCC,S100A4,0.0796
raw_ridge,uni_v2,HCC,MUSTN1,0.0651
raw_ridge,uni_v2,HCC,MYL9,0.0641
raw_ridge,uni_v2,HCC,PRELP,0.0551
raw_ridge,uni_v2,HCC,TAGLN,0.0536
raw_ridge,uni_v2,HCC,HAMP,0.0509
raw_ridge,uni_v2,HCC,CXCL9,0.0503
raw_ridge,uni_v2,HCC,LTBP2,0.0477
raw_ridge,uni_v2,HCC,BEST1,0.047
raw_ridge,uni_v2,HCC,MCAM,0.046
raw_ridge,uni_v2,HCC,FBLN5,0.0452
raw_ridge,uni_v2,HCC,AEBP1,0.0432
raw_ridge,uni_v2,HCC,CCL21,0.0422
raw_ridge,uni_v2,HCC,PTGDS,0.0418
raw_ridge,uni_v2,HCC,ASPM,0.0387
raw_ridge,uni_v2,HCC,IGLC1,0.031
raw_ridge,uni_v2,HCC,IGHM,0.0277
raw_ridge,uni_v2,HCC,CAVIN3,0.0258
raw_ridge,uni_v2,HCC,MGP,0.0247
raw_ridge,uni_v2,HCC,MFAP4,0.0207
raw_ridge,uni_v2,HCC,JAG1,0.0169
raw_ridge,uni_v2,HCC,TSPAN13,0.0161
raw_ridge,uni_v2,HCC,IGHA1,0.0141
raw_ridge,uni_v2,HCC,ELN,0.0054
raw_ridge,uni_v2,HCC,HBB,0.0039
raw_ridge,uni_v2,HCC,PDE9A,0.0031
raw_ridge,uni_v2,HCC,AC092069.1,0.0006
raw_ridge,uni_v2,HCC,TPM2,-0.0004
raw_ridge,uni_v2,HCC,RBP7,-0.0012
raw_ridge,uni_v2,HCC,NDUFA4L2,-0.0017
raw_ridge,uni_v2,HCC,C11orf96,-0.003
raw_ridge,uni_v2,HCC,IGLC2,-0.0037
raw_ridge,uni_v2,HCC,TRBC2,-0.0047
raw_ridge,uni_v2,HCC,RND1,-0.006
raw_ridge,uni_v2,HCC,ACTA2,-0.0063
raw_ridge,uni_v2,HCC,PDZK1IP1,-0.0124
raw_ridge,uni_v2,HCC,FBLN2,-0.0176
raw_ridge,uni_v2,HCC,LRRC75A,-0.0214
raw_ridge,uni_v2,HCC,TCEAL9,-0.0224
raw_ridge,uni_v2,HCC,IGFBP5,-0.0228
raw_ridge,uni_v2,HCC,CCN1,-0.0244
raw_ridge,uni_v2,HCC,GJA4,-0.0345
raw_ridge,uni_v2,HCC,IGHG1,-0.0428
raw_ridge,uni_v2,HCC,IGKC,-0.051
raw_ridge,uni_v2,HCC,PHKG1,-0.0524
raw_ridge,uni_v2,HCC,ETNPPL,-0.064
raw_ridge,uni_v2,HCC,CYP2E1,-0.1321
raw_ridge,uni_v2,IDC,TACSTD2,0.8743
raw_ridge,uni_v2,IDC,FASN,0.8456
raw_ridge,uni_v2,IDC,GATA3,0.843
raw_ridge,uni_v2,IDC,ERBB2,0.8269
raw_ridge,uni_v2,IDC,PTPRC,0.8107
raw_ridge,uni_v2,IDC,ABCC11,0.7635
raw_ridge,uni_v2,IDC,SCD,0.756
raw_ridge,uni_v2,IDC,TOP2A,0.756
raw_ridge,uni_v2,IDC,DST,0.7519
raw_ridge,uni_v2,IDC,CD3E,0.7412
raw_ridge,uni_v2,IDC,MYLK,0.7406
raw_ridge,uni_v2,IDC,SERHL2,0.7348
raw_ridge,uni_v2,IDC,IL2RG,0.7333
raw_ridge,uni_v2,IDC,KLF5,0.6927
raw_ridge,uni_v2,IDC,CYTIP,0.6875
raw_ridge,uni_v2,IDC,IL7R,0.6863
raw_ridge,uni_v2,IDC,SLAMF7,0.6746
raw_ridge,uni_v2,IDC,KRT14,0.6651
raw_ridge,uni_v2,IDC,VWF,0.6621
raw_ridge,uni_v2,IDC,ESR1,0.6608
raw_ridge,uni_v2,IDC,AQP1,0.6546
raw_ridge,uni_v2,IDC,MYH11,0.6482
raw_ridge,uni_v2,IDC,KRT5,0.6215
raw_ridge,uni_v2,IDC,PTN,0.6212
raw_ridge,uni_v2,IDC,TRAC,0.6107
raw_ridge,uni_v2,IDC,CCR7,0.5944
raw_ridge,uni_v2,IDC,CEACAM6,0.5898
raw_ridge,uni_v2,IDC,SERPINA3,0.5844
raw_ridge,uni_v2,IDC,OXTR,0.5807
raw_ridge,uni_v2,IDC,KRT6B,0.5735
raw_ridge,uni_v2,IDC,TENT5C,0.5676
raw_ridge,uni_v2,IDC,CLIC6,0.5612
raw_ridge,uni_v2,IDC,MS4A1,0.5518
raw_ridge,uni_v2,IDC,ANKRD30A,0.5326
raw_ridge,uni_v2,IDC,ADIPOQ,0.5241
raw_ridge,uni_v2,IDC,SFRP1,0.5071
raw_ridge,uni_v2,IDC,PTGDS,0.4696
raw_ridge,uni_v2,IDC,ADH1B,0.464
raw_ridge,uni_v2,IDC,PIGR,0.4375
raw_ridge,uni_v2,IDC,SCGB2A1,0.3992
raw_ridge,uni_v2,IDC,AQP3,0.397
raw_ridge,uni_v2,IDC,MYBPC1,0.3829
raw_ridge,uni_v2,IDC,KIT,0.3708
raw_ridge,uni_v2,IDC,TCL1A,0.3235
raw_ridge,uni_v2,IDC,CEACAM8,0.2917
raw_ridge,uni_v2,IDC,MMP12,0.2265
raw_ridge,uni_v2,IDC,MUC6,0.2027
raw_ridge,uni_v2,IDC,OPRPN,0.1819
raw_ridge,uni_v2,IDC,MMP1,0.1666
raw_ridge,uni_v2,IDC,TPSAB1,0.152
raw_ridge,uni_v2,LUNG,PTPRC,0.6829
raw_ridge,uni_v2,LUNG,CAPN8,0.6564
raw_ridge,uni_v2,LUNG,MALL,0.627
raw_ridge,uni_v2,LUNG,PECAM1,0.6067
raw_ridge,uni_v2,LUNG,COL5A2,0.5989
raw_ridge,uni_v2,LUNG,MET,0.5963
raw_ridge,uni_v2,LUNG,GPRC5A,0.5946
raw_ridge,uni_v2,LUNG,CXCR4,0.5926
raw_ridge,uni_v2,LUNG,CD163,0.5844
raw_ridge,uni_v2,LUNG,CD2,0.5496
raw_ridge,uni_v2,LUNG,ACE2,0.5028
raw_ridge,uni_v2,LUNG,PLA2G7,0.4972
raw_ridge,uni_v2,LUNG,CTSK,0.4684
raw_ridge,uni_v2,LUNG,TOP2A,0.4023
raw_ridge,uni_v2,LUNG,CNN1,0.3927
raw_ridge,uni_v2,LUNG,CDK1,0.3831
raw_ridge,uni_v2,LUNG,SNTN,0.3745
raw_ridge,uni_v2,LUNG,MARCO,0.3419
raw_ridge,uni_v2,LUNG,ALDH1A3,0.3349
raw_ridge,uni_v2,LUNG,MS4A1,0.3344
raw_ridge,uni_v2,LUNG,UBE2C,0.3315
raw_ridge,uni_v2,LUNG,CCR7,0.3175
raw_ridge,uni_v2,LUNG,MCEMP1,0.3074
raw_ridge,uni_v2,LUNG,INMT,0.3
raw_ridge,uni_v2,LUNG,MZB1,0.2863
raw_ridge,uni_v2,LUNG,SPIB,0.273
raw_ridge,uni_v2,LUNG,MKI67,0.2684
raw_ridge,uni_v2,LUNG,FCER1A,0.2637
raw_ridge,uni_v2,LUNG,CXCL9,0.2258
raw_ridge,uni_v2,LUNG,CCL19,0.2117
raw_ridge,uni_v2,LUNG,OGN,0.1888
raw_ridge,uni_v2,LUNG,CD1A,0.1788
raw_ridge,uni_v2,LUNG,CD19,0.1613
raw_ridge,uni_v2,LUNG,PCSK2,0.1588
raw_ridge,uni_v2,LUNG,FGFBP1,0.1439
raw_ridge,uni_v2,LUNG,MEDAG,0.1377
raw_ridge,uni_v2,LUNG,DNAAF1,0.1288
raw_ridge,uni_v2,LUNG,CXCL10,0.0978
raw_ridge,uni_v2,LUNG,LIF,0.0951
raw_ridge,uni_v2,LUNG,CTSG,0.0883
raw_ridge,uni_v2,LUNG,TCL1A,0.0701
raw_ridge,uni_v2,LUNG,SRPX,0.07
raw_ridge,uni_v2,LUNG,BBOX1,0.0647
raw_ridge,uni_v2,LUNG,CD79A,0.0544
raw_ridge,uni_v2,LUNG,SERPINB2,0.0501
raw_ridge,uni_v2,LUNG,SNCG,0.0179
raw_ridge,uni_v2,LUNG,SOX2,-0.0073
raw_ridge,uni_v2,LUNG,DMBT1,-0.0209
raw_ridge,uni_v2,LUNG,CD274,-0.0245
raw_ridge,uni_v2,LUNG,CYP2A7,-0.0798
raw_ridge,uni_v2,LYMPH_IDC,FABP4,0.4102
raw_ridge,uni_v2,LYMPH_IDC,RSF1,0.3587
raw_ridge,uni_v2,LYMPH_IDC,AAMDC,0.3442
raw_ridge,uni_v2,LYMPH_IDC,PTRH2,0.3412
raw_ridge,uni_v2,LYMPH_IDC,PDZK1IP1,0.335
raw_ridge,uni_v2,LYMPH_IDC,QSOX1,0.3188
raw_ridge,uni_v2,LYMPH_IDC,ANO8,0.3158
raw_ridge,uni_v2,LYMPH_IDC,CYP4Z1,0.3119
raw_ridge,uni_v2,LYMPH_IDC,SHANK2,0.2991
raw_ridge,uni_v2,LYMPH_IDC,AKR1E2,0.2902
raw_ridge,uni_v2,LYMPH_IDC,PARD6B,0.2892
raw_ridge,uni_v2,LYMPH_IDC,GTPBP3,0.287
raw_ridge,uni_v2,LYMPH_IDC,POLD3,0.2863
raw_ridge,uni_v2,LYMPH_IDC,NARS2,0.2781
raw_ridge,uni_v2,LYMPH_IDC,CROT,0.2633
raw_ridge,uni_v2,LYMPH_IDC,EPHB3,0.2614
raw_ridge,uni_v2,LYMPH_IDC,CCNO,0.2544
raw_ridge,uni_v2,LYMPH_IDC,SPP1,0.2497
raw_ridge,uni_v2,LYMPH_IDC,HAUS8,0.2433
raw_ridge,uni_v2,LYMPH_IDC,SCRN1,0.2413
raw_ridge,uni_v2,LYMPH_IDC,ANKS1B,0.2366
raw_ridge,uni_v2,LYMPH_IDC,PATZ1,0.2344
raw_ridge,uni_v2,LYMPH_IDC,RAB38,0.2344
raw_ridge,uni_v2,LYMPH_IDC,SERPINI1,0.2322
raw_ridge,uni_v2,LYMPH_IDC,CD22,0.2306
raw_ridge,uni_v2,LYMPH_IDC,IGHV3-11,0.2267
raw_ridge,uni_v2,LYMPH_IDC,MX1,0.2226
raw_ridge,uni_v2,LYMPH_IDC,MAPK8IP2,0.2117
raw_ridge,uni_v2,LYMPH_IDC,ZMAT5,0.1963
raw_ridge,uni_v2,LYMPH_IDC,CXCL10,0.1861
raw_ridge,uni_v2,LYMPH_IDC,CD72,0.1772
raw_ridge,uni_v2,LYMPH_IDC,NUDT1,0.1673
raw_ridge,uni_v2,LYMPH_IDC,AREG,0.163
raw_ridge,uni_v2,LYMPH_IDC,TCF7,0.1628
raw_ridge,uni_v2,LYMPH_IDC,MYH11,0.1425
raw_ridge,uni_v2,LYMPH_IDC,IFI44L,0.1388
raw_ridge,uni_v2,LYMPH_IDC,DAPK1,0.1386
raw_ridge,uni_v2,LYMPH_IDC,CLNS1A,0.1368
raw_ridge,uni_v2,LYMPH_IDC,CCL28,0.1343
raw_ridge,uni_v2,LYMPH_IDC,CXCL11,0.1163
raw_ridge,uni_v2,LYMPH_IDC,SNCG,0.1148
raw_ridge,uni_v2,LYMPH_IDC,RSAD2,0.1058
raw_ridge,uni_v2,LYMPH_IDC,MX2,0.1048
raw_ridge,uni_v2,LYMPH_IDC,IGLV9-49,0.0945
raw_ridge,uni_v2,LYMPH_IDC,IFIT2,0.0883
raw_ridge,uni_v2,LYMPH_IDC,TMEM64,0.07
raw_ridge,uni_v2,LYMPH_IDC,OASL,0.0493
raw_ridge,uni_v2,LYMPH_IDC,CSTA,0.0405
raw_ridge,uni_v2,LYMPH_IDC,HAAO,0.0297
raw_ridge,uni_v2,LYMPH_IDC,IGHV6-1,0.0016
raw_ridge,uni_v2,PAAD,EPCAM,0.8135
raw_ridge,uni_v2,PAAD,CXCL6,0.568
raw_ridge,uni_v2,PAAD,IL7R,0.5461
raw_ridge,uni_v2,PAAD,CD2,0.5421
raw_ridge,uni_v2,PAAD,CD8A,0.5247
raw_ridge,uni_v2,PAAD,ACTA2,0.5093
raw_ridge,uni_v2,PAAD,PTPRC,0.5084
raw_ridge,uni_v2,PAAD,GZMK,0.4931
raw_ridge,uni_v2,PAAD,MKI67,0.4905
raw_ridge,uni_v2,PAAD,CD79A,0.478
raw_ridge,uni_v2,PAAD,CCL5,0.4777
raw_ridge,uni_v2,PAAD,IRF8,0.4696
raw_ridge,uni_v2,PAAD,CD3E,0.4673
raw_ridge,uni_v2,PAAD,CXCR4,0.4669
raw_ridge,uni_v2,PAAD,ANPEP,0.4612
raw_ridge,uni_v2,PAAD,MS4A1,0.4536
raw_ridge,uni_v2,PAAD,AIF1,0.451
raw_ridge,uni_v2,PAAD,UBE2C,0.4226
raw_ridge,uni_v2,PAAD,CXCL2,0.4141
raw_ridge,uni_v2,PAAD,CDK1,0.3889
raw_ridge,uni_v2,PAAD,DMBT1,0.3724
raw_ridge,uni_v2,PAAD,CD27,0.3701
raw_ridge,uni_v2,PAAD,FCGR3A,0.3633
raw_ridge,uni_v2,PAAD,GZMA,0.3626
raw_ridge,uni_v2,PAAD,SELL,0.356
raw_ridge,uni_v2,PAAD,PLA2G7,0.3535
raw_ridge,uni_v2,PAAD,DERL3,0.345
raw_ridge,uni_v2,PAAD,GPR183,0.3443
raw_ridge,uni_v2,PAAD,ACE2,0.3389
raw_ridge,uni_v2,PAAD,CD19,0.3197
raw_ridge,uni_v2,PAAD,TNFRSF17,0.3076
raw_ridge,uni_v2,PAAD,CCL19,0.307
raw_ridge,uni_v2,PAAD,LIF,0.2858
raw_ridge,uni_v2,PAAD,CD14,0.2814
raw_ridge,uni_v2,PAAD,BANK1,0.263
raw_ridge,uni_v2,PAAD,LILRA4,0.2375
raw_ridge,uni_v2,PAAD,CCR7,0.2255
raw_ridge,uni_v2,PAAD,CPA3,0.2158
raw_ridge,uni_v2,PAAD,TCL1A,0.2081
raw_ridge,uni_v2,PAAD,VSIG4,0.2058
raw_ridge,uni_v2,PAAD,CXCL9,0.1931
raw_ridge,uni_v2,PAAD,ESR1,0.1874
raw_ridge,uni_v2,PAAD,HPGDS,0.1843
raw_ridge,uni_v2,PAAD,CXCL10,0.177
raw_ridge,uni_v2,PAAD,CD1C,0.1581
raw_ridge,uni_v2,PAAD,KLRC1,0.1482
raw_ridge,uni_v2,PAAD,FOXP3,0.1376
raw_ridge,uni_v2,PAAD,MARCO,0.0954
raw_ridge,uni_v2,PAAD,PDCD1,0.0901
raw_ridge,uni_v2,PAAD,CD1A,0.0393
raw_ridge,uni_v2,PRAD,SEC11C,0.5482
raw_ridge,uni_v2,PRAD,XBP1,0.517
raw_ridge,uni_v2,PRAD,AMD1,0.5156
raw_ridge,uni_v2,PRAD,MT1X,0.4697
raw_ridge,uni_v2,PRAD,MT1E,0.4613
raw_ridge,uni_v2,PRAD,MPC2,0.452
raw_ridge,uni_v2,PRAD,SNHG8,0.4423
raw_ridge,uni_v2,PRAD,PERP,0.4136
raw_ridge,uni_v2,PRAD,GLO1,0.4118
raw_ridge,uni_v2,PRAD,COX5A,0.4112
raw_ridge,uni_v2,PRAD,PCBD1,0.3901
raw_ridge,uni_v2,PRAD,PDIA4,0.389
raw_ridge,uni_v2,PRAD,SGK1,0.3748
raw_ridge,uni_v2,PRAD,ZFAS1,0.3725
raw_ridge,uni_v2,PRAD,COX17,0.3655
raw_ridge,uni_v2,PRAD,RPL37A,0.3649
raw_ridge,uni_v2,PRAD,MAOA,0.3619
raw_ridge,uni_v2,PRAD,NUDT4,0.3473
raw_ridge,uni_v2,PRAD,GNG5,0.347
raw_ridge,uni_v2,PRAD,RPS29,0.347
raw_ridge,uni_v2,PRAD,RPN1,0.3376
raw_ridge,uni_v2,PRAD,MIF,0.3282
raw_ridge,uni_v2,PRAD,COX7B,0.3279
raw_ridge,uni_v2,PRAD,C1orf43,0.326
raw_ridge,uni_v2,PRAD,HSPD1,0.3238
raw_ridge,uni_v2,PRAD,EIF3H,0.3226
raw_ridge,uni_v2,PRAD,HLA-DRA,0.317
raw_ridge,uni_v2,PRAD,TXNL4A,0.3151
raw_ridge,uni_v2,PRAD,CCDC47,0.3096
raw_ridge,uni_v2,PRAD,SNHG9,0.3077
raw_ridge,uni_v2,PRAD,SVIP,0.3067
raw_ridge,uni_v2,PRAD,SRRM1,0.305
raw_ridge,uni_v2,PRAD,SELENOT,0.3044
raw_ridge,uni_v2,PRAD,TMCO1,0.3043
raw_ridge,uni_v2,PRAD,SNRPE,0.3014
raw_ridge,uni_v2,PRAD,CAT,0.2977
raw_ridge,uni_v2,PRAD,SPON2,0.2948
raw_ridge,uni_v2,PRAD,SLIRP,0.2932
raw_ridge,uni_v2,PRAD,SPCS3,0.2887
raw_ridge,uni_v2,PRAD,IMPDH2,0.287
raw_ridge,uni_v2,PRAD,REXO2,0.2834
raw_ridge,uni_v2,PRAD,C8orf59,0.2777
raw_ridge,uni_v2,PRAD,DNAJC3,0.2739
raw_ridge,uni_v2,PRAD,EIF3E,0.2718
raw_ridge,uni_v2,PRAD,MRPL33,0.2469
raw_ridge,uni_v2,PRAD,SOD2,0.2445
raw_ridge,uni_v2,PRAD,TOB1,0.2087
raw_ridge,uni_v2,PRAD,C6orf48,0.1937
raw_ridge,uni_v2,PRAD,NUCB2,0.193
raw_ridge,uni_v2,PRAD,RSL24D1,0.1821
raw_ridge,uni_v2,READ,GUCA2A,0.4854
raw_ridge,uni_v2,READ,CD177,0.4204
raw_ridge,uni_v2,READ,CA2,0.3873
raw_ridge,uni_v2,READ,SLC26A3,0.3717
raw_ridge,uni_v2,READ,MMP28,0.3649
raw_ridge,uni_v2,READ,CA1,0.3326
raw_ridge,uni_v2,READ,PADI2,0.2621
raw_ridge,uni_v2,READ,SMPDL3A,0.2454
raw_ridge,uni_v2,READ,SECTM1,0.2243
raw_ridge,uni_v2,READ,SLC26A2,0.2089
raw_ridge,uni_v2,READ,PLAAT3,0.2032
raw_ridge,uni_v2,READ,APOC1,0.1977
raw_ridge,uni_v2,READ,BTNL3,0.1898
raw_ridge,uni_v2,READ,PDE9A,0.1777
raw_ridge,uni_v2,READ,MT1M,0.1608
raw_ridge,uni_v2,READ,EGLN3,0.1603
raw_ridge,uni_v2,READ,LAMA3,0.1513
raw_ridge,uni_v2,READ,MXI1,0.1388
raw_ridge,uni_v2,READ,MT1F,0.1285
raw_ridge,uni_v2,READ,CLCA1,0.1262
raw_ridge,uni_v2,READ,UBD,0.1173
raw_ridge,uni_v2,READ,CCL14,0.1084
raw_ridge,uni_v2,READ,SPP1,0.1013
raw_ridge,uni_v2,READ,P3H3,0.0935
raw_ridge,uni_v2,READ,PTGDS,0.0932
raw_ridge,uni_v2,READ,MMP7,0.0832
raw_ridge,uni_v2,READ,MMP9,0.0755
raw_ridge,uni_v2,READ,CCL21,0.0712
raw_ridge,uni_v2,READ,ITIH5,0.0608
raw_ridge,uni_v2,READ,CXCL10,0.0602
