check,variant,estimand,population,arm,statistic,value,tol,passed,detail,evaluable
4_permuted_not_narrower_than_classical,CCRCC,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.8861, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.88,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.8697, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.84,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9410, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9181, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.94,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9051, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.94,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8620058900252019,0.95,False,"n_L=6, min over genes 0.7788, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.08,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.6743675093242723,0.95,False,"n_L=6, min over genes 0.5433, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7018154912037156,0.95,False,"n_L=6, min over genes 0.5416, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.98,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9180838388210493,0.95,False,"n_L=8, min over genes 0.8636, max lambda_hat 6.37e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.04,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.797920707227304,0.95,False,"n_L=8, min over genes 0.7301, max lambda_hat 6.37e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7917569835086374,0.95,False,"n_L=8, min over genes 0.7243, max lambda_hat 6.37e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.98,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9464057915454622,0.95,False,"n_L=12, min over genes 0.8937, max lambda_hat 3.91e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.06,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8649961885359047,0.95,False,"n_L=12, min over genes 0.8305, max lambda_hat 3.91e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.92,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8797891127577584,0.95,False,"n_L=12, min over genes 0.8155, max lambda_hat 3.91e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.88,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9562379866184867,0.95,True,"n_L=6, min over genes 0.7664, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9257604050720385,0.95,False,"n_L=6, min over genes 0.7419, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.909012918150302,0.95,False,"n_L=6, min over genes 0.7159, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.950601481613857,0.95,True,"n_L=8, min over genes 0.5912, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.04,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9360302030923768,0.95,False,"n_L=8, min over genes 0.5644, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.92,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9274595076563301,0.95,False,"n_L=8, min over genes 0.5635, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.86,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9952644007732643,0.95,True,"n_L=12, min over genes 0.8759, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.08,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9788188921282001,0.95,True,"n_L=12, min over genes 0.8606, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.993925087858722,0.95,True,"n_L=12, min over genes 0.8449, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.94,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9307900530043449,0.95,False,"n_L=6, min over genes 0.8635, max lambda_hat 7.69e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8716815409839631,0.95,False,"n_L=6, min over genes 0.8318, max lambda_hat 7.69e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.52,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8567112794191263,0.95,False,"n_L=6, min over genes 0.7685, max lambda_hat 7.69e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.46,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.911661786255707,0.95,False,"n_L=8, min over genes 0.8253, max lambda_hat 8.88e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7635044110968878,0.95,False,"n_L=8, min over genes 0.6872, max lambda_hat 8.88e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.751298899435617,0.95,False,"n_L=8, min over genes 0.6623, max lambda_hat 8.88e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.933410431986567,0.95,False,"n_L=12, min over genes 0.8910, max lambda_hat 4.77e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.04,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8157140888575551,0.95,False,"n_L=12, min over genes 0.7464, max lambda_hat 4.77e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8206779097059091,0.95,False,"n_L=12, min over genes 0.7496, max lambda_hat 4.77e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=6, min over genes 0.8586, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=6, min over genes 0.8918, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.5,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=6, min over genes 0.8619, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.44,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.9472, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.9581, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.9562, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9823, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9848, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.8,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9453, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.72,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9101812051684053,0.95,False,"n_L=6, min over genes 0.8225, max lambda_hat 7.92e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.08,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7932153877077301,0.95,False,"n_L=6, min over genes 0.7317, max lambda_hat 7.92e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.88,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8171202247525551,0.95,False,"n_L=6, min over genes 0.7186, max lambda_hat 7.92e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.82,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9040808011287278,0.95,False,"n_L=8, min over genes 0.8017, max lambda_hat 9.03e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.18,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7361451813138452,0.95,False,"n_L=8, min over genes 0.6234, max lambda_hat 9.03e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8099518875500733,0.95,False,"n_L=8, min over genes 0.6378, max lambda_hat 9.03e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9381499169569136,0.95,False,"n_L=12, min over genes 0.8938, max lambda_hat 4.61e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8523895013268161,0.95,False,"n_L=12, min over genes 0.7885, max lambda_hat 4.61e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8586746599582127,0.95,False,"n_L=12, min over genes 0.7836, max lambda_hat 4.61e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=6, min over genes 0.7765, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9811907182853676,0.95,True,"n_L=6, min over genes 0.7706, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.98,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.99004021981081,0.95,True,"n_L=6, min over genes 0.7934, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.9,,True,"n_L=6, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9999595407991828,0.95,True,"n_L=8, min over genes 0.8885, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9988698304797654,0.95,True,"n_L=8, min over genes 0.8937, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=8, min over genes 0.8996, max lambda_hat 1.00e+00, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.94,,True,"n_L=8, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9501, max lambda_hat 8.20e-01, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9511, max lambda_hat 8.20e-01, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=12, nominal 0.90",True
4_permuted_not_narrower_than_classical,CCRCC_merged,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=12, min over genes 0.9409, max lambda_hat 8.20e-01, basis donor_pairs",True
4b_permuted_coverage_at_this_partition,CCRCC_merged,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.96,,True,"n_L=12, nominal 0.90",True
