encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,alpha_g,alpha_g_oos,n_T,n_C,deviance_ratio,score_residual,guard_pass,mean_count_T,var_count_T,mean_count_E,var_count_E,_source
hoptimus0,COAD,shipped,random,0,0,0,spot,LCN2,31,0.150185278457943,0.3600273096153549,3389,1016,0.0868197055576607,1.7338621884140649e-15,True,99.05901445854234,70784.26038875688,98.52866061293985,69368.21703867508,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,NXPE4,36,0.1227073852735983,0.2268425417761355,3389,1016,0.0827615354508952,1.0847449787720599e-09,True,37.97639421658306,7265.536042366391,41.89689746500189,8695.59035268535,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,PI3,39,0.207752478461044,0.717304015692821,3389,1016,0.1339612548107643,5.036938354356861e-10,True,28.3753319563293,7025.330158722417,28.383276579644345,7348.130826156398,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,PRPH,40,0.288209728297102,1.5171707347852967,3389,1016,0.4218657507097378,2.705713251224323e-12,True,1.8031867807612865,63.1162118012892,1.9772039349224368,90.15187836044991,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,SPIB,45,0.1643317153558696,0.3205728207379466,3389,1016,0.2493953443130159,1.4921085361006222e-12,True,3.896429625258188,180.16311888974784,3.8538592508513054,188.5440556752025,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,UGT2B17,49,0.1021044014618908,0.2264187402228049,3389,1016,0.0919931754927461,1.72352756621339e-13,True,11.734139864266746,1137.8900413275396,11.172342035565643,1036.7518676389368,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,AQP8,0,0.0584423329521874,0.885399846430502,3389,1016,0.2675349496735772,3.6704226434522616e-08,True,1.7987606963706109,45.36267851089869,1.8575482406356416,59.94375817334191,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CA4,4,0.0272495526714032,0.3075119254715934,3389,1016,0.0494385519713474,1.7968135305466054e-09,True,8.10652109766893,1663.9517549833947,8.143397654180855,1899.528011461192,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM6,9,0.0795752065011256,0.1397874112226503,3389,1016,0.0587746682096745,3.218498396544296e-13,True,195.2086161109472,131816.05711582335,197.46405599697312,135915.92539412342,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM7,10,0.0992994930151334,0.2222535898813291,3389,1016,0.1036766162024579,5.188276051666072e-12,True,10.44732959575096,1419.700663616541,10.301456678017404,1378.1685987671135,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CHI3L2,13,0.269715614541977,3.9012945656142017,3389,1016,0.3333721216005642,8.050857868483441e-10,True,3.0902921215697847,61.57567019208963,3.18161180476731,73.22082161903762,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CXCL10,18,0.8167083154847611,1.370801783779888,3389,1016,0.3751480012185688,1.1873141101879774e-10,True,22.18412511065211,4751.643773887531,23.134790011350734,5871.18937888883,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,DMBT1,20,0.134885309367598,0.4090047149530162,3389,1016,0.1324904847513467,5.264759168309313e-13,True,69.61847152552376,50973.95445209047,67.9068293605751,48612.81044621324,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,FCRL1,22,0.1290682489385047,0.8401434072642018,3389,1016,0.2474588179039551,2.8081173510425747e-08,True,2.685748008262024,86.34602173223114,2.7726068861142643,125.8374181207283,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,HEPACAM2,27,0.0648518807845411,0.2373886111168441,3389,1016,0.0861594484149399,2.9029688903852506e-14,True,7.876364709353791,537.6963390830045,8.340900491865305,603.7500136815171,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,INSL5,29,0.9352385623865604,3.0846495129774723,3389,1016,0.421858102447654,6.913547098273569e-09,True,1.8453821186190615,46.498518367814754,1.9539349224366251,59.95086238834799,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,LCN2,31,0.1330560543179055,0.4306313325985519,3389,1016,0.0865126501848614,1.0165235090500146e-15,True,101.377692534671,73904.66013977438,98.74508134695422,68240.94692973512,a4_nb_dispersion__hoptimus0__main9.csv
